data_e_ora,prec(mm/h),prec2(mm/h),urel(%),press(hPa),temp(C),temp2(C),dir(gradi_da_nord),dir2(gradi_da_nord),vel(m/s),vel2(m/s),radG(W/m^2),radN(W/m^2)
2013-06-26 00:00,0,-999.0,35.67,-999.0,19.47,-999.0,305.87,307.23,1.72,-999.0,0.35,-999.0
2013-06-26 01:00,0,-999.0,36.85,-999.0,18.85,-999.0,310.4,310.91,1.67,-999.0,0.12,-999.0
2013-06-26 02:00,0,-999.0,40.29,-999.0,18.11,-999.0,279.59,274.1,1.62,-999.0,0.2,-999.0
2013-06-26 03:00,0,-999.0,46.58,-999.0,16.94,-999.0,321.02,318.6,1.52,-999.0,0.16,-999.0
2013-06-26 04:00,0,-999.0,45.94,-999.0,16.61,-999.0,336.74,316.08,1.42,-999.0,0.14,-999.0
2013-06-26 05:00,0,-999.0,45.39,-999.0,15.94,-999.0,332.56,323.95,1.42,-999.0,2.26,-999.0
2013-06-26 06:00,0,-999.0,46.9,-999.0,15.53,-999.0,328.84,318.96,0.83,-999.0,28.2,-999.0
2013-06-26 07:00,0,-999.0,48.03,-999.0,16.21,-999.0,342.5,323.03,0.87,-999.0,111.41,-999.0
2013-06-26 08:00,0,-999.0,41.33,-999.0,19.89,-999.0,90.6,87.94,1.11,-999.0,369.15,-999.0
2013-06-26 09:00,0,-999.0,33.26,-999.0,22.17,-999.0,191.19,888,1.02,-999.0,591.88,-999.0
2013-06-26 10:00,0,-999.0,28.14,-999.0,23.27,-999.0,250.28,255.44,2.01,-999.0,700.21,-999.0
2013-06-26 11:00,0,-999.0,29.59,-999.0,22.61,-999.0,261.37,282.79,1.27,-999.0,531.94,-999.0
2013-06-26 12:00,0,-999.0,25.92,-999.0,25.55,-999.0,235.25,250.52,1.66,-999.0,1043.21,-999.0
2013-06-26 13:00,0,-999.0,26.49,-999.0,26.18,-999.0,189.42,189.49,2.25,-999.0,1021.55,-999.0
2013-06-26 14:00,0,-999.0,26.86,-999.0,26.4,-999.0,211.89,213.44,2.26,-999.0,1007.32,-999.0
2013-06-26 15:00,0,-999.0,25.53,-999.0,26.26,-999.0,218.06,231.74,2.05,-999.0,767.41,-999.0
2013-06-26 16:00,0,-999.0,23.24,-999.0,27.36,-999.0,202.93,197.78,2.23,-999.0,791.57,-999.0
2013-06-26 17:00,0,-999.0,18.78,-999.0,27.12,-999.0,245.47,245.05,3.36,-999.0,647.13,-999.0
