8.57220825,45.34819850
8.58217731,45.34975658
8.59190971,45.35234808
8.60190662,45.35056964
8.61150759,45.35339754
8.62097096,45.35666072
8.62875674,45.35036753
8.63140346,45.34060992
8.63937687,45.33438411
8.64660314,45.32747134
8.65668385,45.32691701
8.65700110,45.31689971
8.66344010,45.30917339
8.66262569,45.29916170
8.66903173,45.29141693
8.67907659,45.29265626
8.68912774,45.29340865
8.69936824,45.29457921
8.70895365,45.29799298
8.71570933,45.30543595
8.72095738,45.31403599
8.72475490,45.32345139
8.72655447,45.33328943
8.73655562,45.33171524
8.74409562,45.33956334
8.75428041,45.34472983
8.76359249,45.34916452
8.75607269,45.35612454
8.74578519,45.35522900
8.73736352,45.36088062
8.72971455,45.36748306
8.72070916,45.37200692
8.73044656,45.37467213
8.74044913,45.37540638
8.75173643,45.37482390
8.76369965,45.37670799
8.76498516,45.38662978
8.77517751,45.38444054
8.78562611,45.38267843
8.79479759,45.37850079
8.80490855,45.37925659
8.81023469,45.38776254
8.82007327,45.38990270
8.83008527,45.38930596
8.83964924,45.39235763
8.84011923,45.40236741
8.83097755,45.40708877
8.82368542,45.41396350
8.82324992,45.42400792
8.82576838,45.43374182
8.81470379,45.43274330
8.81199138,45.44399905
8.80538365,45.45153526
8.79711443,45.45735346
8.78947891,45.46385630
8.79181871,45.47366706
8.79019335,45.48374957
8.78018137,45.48486935
8.77011059,45.48619066
8.76301239,45.49334984
8.75397076,45.49778614
8.74376636,45.49723716
8.73452389,45.50105942
8.72449809,45.50251631
8.72017826,45.51154715
8.71551828,45.52046895
8.71757000,45.53136052
8.71085931,45.54140211
8.70647134,45.55483356
8.70440442,45.56481006
8.69769243,45.57331169
8.69937582,45.58327093
8.70421781,45.59212227
8.70021775,45.60179208
8.69375840,45.60947953
8.68561095,45.61539784
8.67797138,45.62192454
8.66814967,45.61913323
8.66651907,45.62915070
8.65900320,45.63628852
8.66645251,45.64307448
8.67378597,45.63585915
8.68348553,45.63299724
8.68938406,45.64108249
8.68147051,45.64984080
8.67425917,45.65687694
8.67508055,45.66686993
8.68206325,45.67407653
8.67181119,45.67550564
8.66117294,45.67382298
8.65044365,45.67397966
8.64093089,45.67712736
8.64253305,45.68714100
8.64839742,45.69602474
8.65340158,45.70513506
8.65173740,45.71532308
8.64413552,45.72199153
8.63305479,45.72166396
8.62305853,45.72346302
8.61205626,45.72477176
8.60148593,45.72625646
8.59232498,45.73067488
8.58854220,45.74002181
8.58144737,45.74898750
8.57171064,45.76096251
8.56419151,45.76757189
8.55637580,45.77385111
8.55318694,45.78341061
8.55496256,45.79346198
8.55966840,45.80244009
8.57141496,45.80921703
8.58265262,45.81428532
8.59364785,45.82354131
8.59775698,45.83300619
8.58243330,45.85799298
8.56547676,45.87756877
8.55245294,45.89105079
8.58737186,45.91695953
8.61832964,45.93844252
8.65257981,45.96217712
8.68793239,45.98661859
8.69615563,45.99255059
8.70894808,46.00091793
8.72077566,46.00736447
8.72781430,46.01928849
8.72862969,46.03019845
8.71706543,46.05235537
8.71440466,46.06481820
8.70673018,46.08242064
8.71238917,46.09627688
8.72577380,46.11023260
8.73927421,46.11753609
8.75641177,46.10358359
8.76568371,46.09971952
8.77537867,46.09689052
8.78490323,46.09354737
8.79499159,46.09395291
8.80417910,46.09810897
8.81451606,46.09700572
8.82233712,46.09067322
8.83063125,46.08501587
8.83963650,46.08050190
8.84840534,46.07501041
8.85455397,46.06710745
8.85210565,46.05734387
8.84589986,46.04946070
8.83588468,46.05041425
8.83353086,46.04064587
8.82767918,46.03253271
8.82069624,46.02519146
8.81094955,46.02244875
8.80273269,46.01662985
8.79550681,46.00961963
8.79103604,46.00066100
8.78773575,45.99114636
8.79786341,45.99116472
8.80786437,45.99002096
8.81767815,45.98775552
8.82767844,45.98649753
8.83740135,45.98391526
8.84413547,45.97649057
8.85258395,45.97105223
8.86077561,45.96507743
8.86995527,45.96076370
8.87965497,45.95771428
8.88971561,45.95837694
8.89782256,45.95195475
8.89760142,45.94156340
8.89393363,45.93219054
8.90089196,45.92455496
8.91035514,45.92042680
8.91704512,45.91298529
8.92357490,45.90540718
8.92243984,45.89539818
8.92978745,45.88859877
8.93352319,45.87929926
8.93572196,45.86942725
8.94558122,45.86770882
8.93741977,45.86189947
8.92921525,45.85584200
8.92173224,45.84856039
8.91455987,45.84151252
8.91265037,45.83151624
8.92238498,45.83412435
8.93196080,45.83703306
8.94112746,45.84118279
8.95110452,45.84242503
8.96065042,45.83939562
8.96870509,45.83312939
8.97841366,45.83565173
8.98830672,45.83762873
8.99773392,45.83396168
8.99467370,45.82440774
9.00390187,45.81959712
9.01392719,45.81777377
9.02458650,45.82125061
9.03474361,45.82237301
9.03625135,45.83231340
9.03871437,45.84255044
9.04680038,45.84902313
9.05026568,45.85892646
9.05366572,45.86834369
9.06188894,45.87450921
9.07079014,45.87911667
9.07806586,45.88604661
9.08496875,45.89346687
9.07695999,45.89948469
9.07706411,45.90951984
9.06744019,45.91270749
