data_e_ora,prec(mm/h),prec2(mm/h),urel(%),press(hPa),temp(C),temp2(C),dir(gradi_da_nord),dir2(gradi_da_nord),vel(m/s),vel2(m/s),radG(W/m^2),radN(W/m^2)
2013-07-02 00:00,0,-999.0,60.67,-999.0,19.73,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0
2013-07-02 01:00,0,-999.0,73.67,-999.0,17.92,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0
2013-07-02 02:00,0,-999.0,77.5,-999.0,16.83,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0
2013-07-02 03:00,0,-999.0,83.83,-999.0,17.18,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0
2013-07-02 04:00,0,-999.0,86,-999.0,16.63,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0
2013-07-02 05:00,0,-999.0,90.5,-999.0,15.77,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0
2013-07-02 06:00,0,-999.0,93.67,-999.0,16.42,-999.0,-999.0,-999.0,-999.0,-999.0,58.17,-999.0
2013-07-02 07:00,0,-999.0,80.17,-999.0,20.05,-999.0,-999.0,-999.0,-999.0,-999.0,203.67,-999.0
2013-07-02 08:00,0,-999.0,66.5,-999.0,22.85,-999.0,-999.0,-999.0,-999.0,-999.0,367.5,-999.0
2013-07-02 09:00,0,-999.0,62,-999.0,23.92,-999.0,-999.0,-999.0,-999.0,-999.0,530.33,-999.0
2013-07-02 10:00,0,-999.0,56.67,-999.0,25.6,-999.0,-999.0,-999.0,-999.0,-999.0,716.83,-999.0
2013-07-02 11:00,0,-999.0,50.5,-999.0,27.07,-999.0,-999.0,-999.0,-999.0,-999.0,835.33,-999.0
2013-07-02 12:00,0,-999.0,44.5,-999.0,28.37,-999.0,-999.0,-999.0,-999.0,-999.0,919.83,-999.0
2013-07-02 13:00,0,-999.0,42.5,-999.0,28.83,-999.0,-999.0,-999.0,-999.0,-999.0,946.67,-999.0
2013-07-02 14:00,0,-999.0,42.83,-999.0,29.42,-999.0,-999.0,-999.0,-999.0,-999.0,901.5,-999.0
2013-07-02 15:00,0,-999.0,39,-999.0,30.4,-999.0,-999.0,-999.0,-999.0,-999.0,844.5,-999.0
2013-07-02 16:00,0,-999.0,36,-999.0,31.42,-999.0,-999.0,-999.0,-999.0,-999.0,706.17,-999.0
2013-07-02 17:00,0,-999.0,37.5,-999.0,30.82,-999.0,-999.0,-999.0,-999.0,-999.0,547.83,-999.0
2013-07-02 18:00,0,-999.0,37.17,-999.0,31.07,-999.0,-999.0,-999.0,-999.0,-999.0,359.17,-999.0
2013-07-02 19:00,0,-999.0,42.5,-999.0,29.08,-999.0,-999.0,-999.0,-999.0,-999.0,140.5,-999.0
2013-07-02 20:00,0,-999.0,51.83,-999.0,26.37,-999.0,-999.0,-999.0,-999.0,-999.0,11.83,-999.0
2013-07-02 21:00,0,-999.0,52.67,-999.0,23.78,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0
2013-07-02 22:00,0,-999.0,54.5,-999.0,22.6,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0
2013-07-02 23:00,0,-999.0,63,-999.0,21.1,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0
2013-07-03 00:00,0,-999.0,77.67,-999.0,19.52,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0
2013-07-03 01:00,0,-999.0,80.17,-999.0,18.27,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0
2013-07-03 02:00,0,-999.0,77,-999.0,18.03,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0
2013-07-03 03:00,0,-999.0,83.33,-999.0,17.1,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0
2013-07-03 04:00,0,-999.0,88.33,-999.0,16.43,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0
2013-07-03 05:00,0,-999.0,89.33,-999.0,16.17,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0
2013-07-03 06:00,0,-999.0,90.67,-999.0,17.35,-999.0,-999.0,-999.0,-999.0,-999.0,38,-999.0
2013-07-03 07:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-03 08:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-03 09:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
