data_e_ora,prec(mm/h),prec2(mm/h),urel(%),press(hPa),temp(C),temp2(C),dir(gradi_da_nord),dir2(gradi_da_nord),vel(m/s),vel2(m/s),radG(W/m^2),radN(W/m^2)
2013-07-02 00:00,0,-999.0,74.83,-999.0,17.15,-999.0,285.54,264.84,0.6,0.67,0,-41.17
2013-07-02 01:00,0,-999.0,78,-999.0,16.25,-999.0,43.06,66.97,1.05,1.13,0,-39
2013-07-02 02:00,0,-999.0,80,-999.0,15.38,-999.0,51.12,72.6,0.62,0.58,0,-39.17
2013-07-02 03:00,0,-999.0,87.67,-999.0,14.22,-999.0,125.98,132.85,0.38,0.3,0,-37.67
2013-07-02 04:00,0,-999.0,94,-999.0,13.85,-999.0,76.43,57,0.3,0.03,0,-35.83
2013-07-02 05:00,0,-999.0,96.83,-999.0,14.07,-999.0,43.48,57,0.28,0.07,0,-33
2013-07-02 06:00,0,-999.0,99.33,-999.0,14.73,-999.0,49.52,80.16,0.38,0.18,51.67,2.5
2013-07-02 07:00,0,-999.0,96.83,-999.0,18.5,-999.0,206.16,57,0.3,0.1,170.67,73.67
2013-07-02 08:00,0,-999.0,63.67,-999.0,23.18,-999.0,137.53,143.43,1.07,1.2,333,192
2013-07-02 09:00,0,-999.0,56.17,-999.0,24.97,-999.0,113.83,125.36,0.97,1.3,528,335
2013-07-02 10:00,0,-999.0,51.17,-999.0,25.92,-999.0,202.05,202.1,0.73,1.22,684.17,464.5
2013-07-02 11:00,0,-999.0,46,-999.0,27.23,-999.0,168.24,168.91,1.02,1.32,806.83,566.5
2013-07-02 12:00,0,-999.0,42.17,-999.0,28.33,-999.0,181.87,184.76,0.93,1.43,887,634.67
2013-07-02 13:00,0,-999.0,43.33,-999.0,28.83,-999.0,249.91,217.13,1.15,1.8,901.33,648.83
2013-07-02 14:00,0,-999.0,43.17,-999.0,29.23,-999.0,257.6,242.07,1.88,2.3,887.33,644
2013-07-02 15:00,0,-999.0,38,-999.0,29.97,-999.0,210.16,202.87,1.4,1.8,823.67,582.67
2013-07-02 16:00,0,-999.0,35.67,-999.0,30.45,-999.0,201.68,194.66,1.25,1.83,719.67,496.83
2013-07-02 17:00,0,-999.0,37.33,-999.0,30.5,-999.0,186.71,186.22,1.63,2.03,564.5,370.17
2013-07-02 18:00,0,-999.0,36.33,-999.0,30.37,-999.0,216.96,206.57,1.8,2.15,386.5,221.17
2013-07-02 19:00,0,-999.0,40.17,-999.0,29.5,-999.0,256.07,241,1.93,2.1,172.83,60.83
2013-07-02 20:00,0,-999.0,50,-999.0,25.78,-999.0,217.94,210.13,1.72,2.05,14.83,-32.83
2013-07-02 21:00,0,-999.0,43.33,-999.0,24.95,-999.0,244.47,229.78,2.45,2.65,0,-33
2013-07-02 22:00,0,-999.0,43.17,-999.0,23.95,-999.0,256.15,239.74,2.5,2.62,0,-33.33
2013-07-02 23:00,-999.0,-999.0,45.17,-999.0,23.68,-999.0,271.15,252.74,2.82,2.88,0,-26.17
2013-07-03 00:00,0,-999.0,46.67,-999.0,23.22,-999.0,279.35,260.25,1.78,1.97,0,-17.67
2013-07-03 01:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-03 02:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-03 03:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-03 04:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-03 05:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-03 06:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-03 07:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-03 08:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-03 09:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
