data_e_ora,prec(mm/h),prec2(mm/h),urel(%),press(hPa),temp(C),temp2(C),dir(gradi_da_nord),dir2(gradi_da_nord),vel(m/s),vel2(m/s),radG(W/m^2),radN(W/m^2)
2013-07-02 00:00,0,-999.0,89.6,-999.0,5.7,-999.0,2.54,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-02 01:00,0,-999.0,91.5,-999.0,5.4,-999.0,3.02,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-02 02:00,0,-999.0,93,-999.0,5.08,-999.0,3.12,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-02 03:00,0,-999.0,90.5,-999.0,5.02,-999.0,3.35,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-02 04:00,0,-999.0,83.5,-999.0,5.23,-999.0,4.22,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-02 05:00,0,-999.0,84.17,-999.0,5.13,-999.0,3.47,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-02 06:00,0,-999.0,80.67,-999.0,5.37,-999.0,3.22,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-02 07:00,0,-999.0,75,-999.0,6.02,-999.0,3.17,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-02 08:00,0,-999.0,72,-999.0,6.72,-999.0,2.65,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-02 09:00,0,-999.0,67.5,-999.0,7.52,-999.0,2.28,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-02 10:00,0,-999.0,65.17,-999.0,8.42,-999.0,1.75,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-02 11:00,0,-999.0,66.33,-999.0,9.1,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-02 12:00,0,-999.0,68,-999.0,10.23,-999.0,1.28,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-02 13:00,0,-999.0,70.67,-999.0,10.48,-999.0,1.4,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-02 14:00,0,-999.0,69.83,-999.0,9.87,-999.0,1.68,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-02 15:00,0.2,-999.0,73.33,-999.0,9.83,-999.0,1.35,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-02 16:00,0,-999.0,69.83,-999.0,9.58,-999.0,2.53,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-02 17:00,0,-999.0,71.17,-999.0,9.93,-999.0,1.67,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-02 18:00,0,-999.0,71,-999.0,9.08,-999.0,1.85,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-02 19:00,0,-999.0,80.5,-999.0,8.33,-999.0,1.4,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-02 20:00,0,-999.0,86.67,-999.0,7.92,-999.0,1.27,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-02 21:00,0,-999.0,87,-999.0,7.18,-999.0,1.9,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-02 22:00,0,-999.0,82.83,-999.0,6.78,-999.0,2.37,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-02 23:00,0,-999.0,81.83,-999.0,6.65,-999.0,3.13,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-03 00:00,0,-999.0,81.2,-999.0,6.74,-999.0,3.3,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-03 01:00,2.8,-999.0,83,-999.0,6.48,-999.0,2.58,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-03 02:00,1,-999.0,85,-999.0,5.22,-999.0,3.08,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-03 03:00,0,-999.0,83.83,-999.0,5.97,-999.0,2.85,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-03 04:00,0,-999.0,91.33,-999.0,5.8,-999.0,2.75,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-03 05:00,0,-999.0,92.83,-999.0,5.75,-999.0,3.88,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-03 06:00,0,-999.0,94,-999.0,5.6,-999.0,3.97,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-03 07:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-03 08:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2013-07-03 09:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
